timestamp,device_id,test_id,waveform_type,bias,amplitude,frequency,test_purpose,quality_label,notes,cycle_id,feedback_position_%,setpoint_position_%,motor_torque_Nmm,power_W,internal_temperature_deg_C,rotation_direction,test_number,source_file,elapsed_seconds,dt_seconds,velocity,temperature_rate
2026-03-16 18:26:27.928000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.47,0.04700000000000015,0.0,5.684341886080802e-14
2026-03-16 18:26:27.974000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.516,0.04599999999999982,0.0,-5.684341886080802e-14
2026-03-16 18:26:28.021000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.563,0.04700000000000015,0.0,0.0
2026-03-16 18:26:28.068000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.61,0.04699999999999971,0.0,0.0
2026-03-16 18:26:28.115000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.657,0.04700000000000015,0.0,0.0
2026-03-16 18:26:28.162000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.704,0.04700000000000015,0.0,5.684341886080802e-14
2026-03-16 18:26:28.208000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.75,0.04599999999999982,0.0,-5.684341886080802e-14
2026-03-16 18:26:28.255000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.797,0.04700000000000015,0.0,0.0
2026-03-16 18:26:28.302000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.844,0.04699999999999971,0.0,5.684341886080802e-14
2026-03-16 18:26:28.348000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.89,0.04600000000000026,2.842170943040401e-14,0.0
2026-03-16 18:26:28.396000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.938,0.04800000000000004,2.842170943040401e-14,5.684341886080802e-14
2026-03-16 18:26:28.442000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.984,0.04599999999999982,0.0,-5.684341886080802e-14
2026-03-16 18:26:28.489000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.031,0.04700000000000015,0.0,0.0
2026-03-16 18:26:28.536000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.078,0.04699999999999971,0.0,5.684341886080802e-14
2026-03-16 18:26:28.582000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.124,0.04600000000000026,0.0,-5.684341886080802e-14
2026-03-16 18:26:28.629000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.171,0.04699999999999971,-2.842170943040401e-14,0.0
2026-03-16 18:26:28.677000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.219,0.04800000000000004,0.0,-2.842170943040401e-14
2026-03-16 18:26:28.733000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.275,0.05600000000000005,-2.842170943040401e-14,-5.684341886080802e-14
2026-03-16 18:26:28.782000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.324,0.04899999999999993,0.0,0.0
2026-03-16 18:26:28.828000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.37,0.04600000000000026,0.0,-5.684341886080802e-14
2026-03-16 18:26:28.875000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.417,0.04699999999999971,0.0,5.684341886080802e-14
2026-03-16 18:26:28.921000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.463,0.04600000000000026,0.0,-5.684341886080802e-14
